timestamp,cost_growth_rate_mom,incident_growth_rate_mom,deployment_growth_rate_mom
2025-01-31,,,
2025-02-28,-0.07664664868393234,0.2264150943396226,-0.027303754266211566
2025-03-31,0.14539273544810882,0.10769230769230775,0.16842105263157903
2025-04-30,-0.022704475792724277,-0.2777777777777778,-0.10510510510510507
2025-05-31,0.043496120650932335,0.25,-0.003355704697986628
2025-06-30,0.017001994894264794,0.0,-0.08754208754208759
2025-07-31,0.030971362857598272,-0.12307692307692308,0.19926199261992616
2025-08-31,0.004494329583580425,0.03508771929824572,-0.058461538461538454
2025-09-30,-0.023824047475668575,-0.06779661016949157,-0.016339869281045805
2025-10-31,0.2512781557607573,0.4545454545454546,0.4451827242524917
2025-11-30,0.07153506676651689,0.3125,-0.3448275862068966
2025-12-31,-0.19255870473125158,-0.5142857142857142,0.1929824561403508
2026-01-31,0.031406527520309924,0.3137254901960784,-0.07647058823529407
2026-02-28,-0.08374498115277618,0.0,-0.1719745222929936
2026-03-31,0.08861172233414516,-0.11940298507462688,0.1807692307692308
2026-04-30,-0.0072302152759283755,-0.06779661016949157,-0.10097719869706845
2026-05-31,-0.08507732943386304,-0.10909090909090913,-0.02898550724637683
2026-06-30,-0.1665526643313967,-0.10204081632653061,0.03731343283582089
2026-07-31,0.08943068961969547,-0.34090909090909094,0.1690647482014389
2026-08-31,0.03210477153487412,0.10344827586206895,0.01538461538461533
2026-09-30,-0.013799739258682053,0.0625,-0.203030303030303
2026-10-31,0.01657483221389522,0.23529411764705888,0.1749049429657794
2026-11-30,0.00031994739889773527,-0.11904761904761907,0.029126213592232997
2026-12-31,0.03342196669688402,0.054054054054053946,-0.0062893081761006275
